Point ID,arc_length,B_0,B_1,B_2,B_Magnitude,p,pB,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
443,0.443,0.75,0.574637,-3.06681e-19,0.944832,0.451089,8.60782e-17,0.443,0,0,0.443,0.669789,0.00234578,0.649245,-0.242022,-4.47833e-19,0.692888,1
444,0.444,0.75,0.574943,-6.99909e-19,0.945018,0.451501,2.76066e-16,0.444,0,0,0.444,0.670061,0.00234698,0.648619,-0.24184,-7.90054e-19,0.692237,1
445,0.445,0.75,0.575162,-9.95125e-19,0.945151,0.451817,3.71321e-16,0.445,0,0,0.445,0.670256,0.00234793,0.648151,-0.241677,-1.17308e-18,0.691742,1
446,0.446,0.75,0.575434,-9.41869e-19,0.945317,0.452174,2.8805e-16,0.446,0,0,0.446,0.670504,0.00234892,0.647606,-0.241514,-1.34848e-18,0.691175,1
447,0.447,0.75,0.575683,-6.49718e-19,0.945468,0.452527,2.10845e-16,0.447,0,0,0.447,0.670753,0.00234988,0.647073,-0.241382,-1.19014e-18,0.690629,1
448,0.448,0.75,0.575909,-2.87835e-19,0.945607,0.452979,-1.78121e-16,0.448,0,0,0.448,0.671081,0.00235108,0.646416,-0.241338,-7.24765e-19,0.689999,1
449,0.449,0.75,0.575985,2.25528e-20,0.945652,0.453444,-5.6429e-16,0.449,0,0,0.449,0.67141,0.00235234,0.645825,-0.24145,-4.51904e-19,0.689484,1
450,0.45,0.75,0.575963,2.65363e-19,0.945639,0.453848,-5.67151e-16,0.45,0,0,0.45,0.671693,0.00235344,0.645359,-0.241632,-2.81036e-19,0.689111,1
451,0.451,0.75,0.575919,3.39532e-19,0.945612,0.454341,-7.42719e-16,0.451,0,0,0.451,0.672053,0.00235474,0.644772,-0.24191,-9.18952e-20,0.688659,1
452,0.452,0.75,0.57569,2.54096e-19,0.945473,0.454984,-8.68133e-16,0.452,0,0,0.452,0.672528,0.00235641,0.644075,-0.242475,-1.57435e-19,0.688206,1
453,0.453,0.75,0.574696,-4.6963e-20,0.944868,0.456422,-8.63371e-16,0.453,0,0,0.453,0.673595,0.0023601,0.642636,-0.24426,-3.66518e-19,0.687491,1
454,0.454,0.75,0.572685,-3.75454e-19,0.943646,0.458669,-3.59563e-16,0.454,0,0,0.454,0.675272,0.00236583,0.640664,-0.247642,-7.57604e-19,0.68686,1
455,0.455,0.75,0.57021,-4.00497e-19,0.942146,0.461236,3.13403e-16,0.455,0,0,0.455,0.677182,0.00237236,0.638548,-0.251778,-1.02646e-18,0.686393,1
456,0.456,0.75,0.56672,-1.85322e-19,0.940038,0.464888,4.56988e-16,0.456,0,0,0.456,0.679861,0.00238171,0.635445,-0.257563,-1.01042e-18,0.685659,1
457,0.457,0.75,0.560994,9.94383e-20,0.936597,0.470645,5.55714e-16,0.457,0,0,0.457,0.684011,0.00239656,0.630678,-0.266838,-6.56489e-19,0.684805,1
458,0.458,0.75,0.55205,2.30373e-19,0.931268,0.479381,5.6587e-16,0.458,0,0,0.458,0.690164,0.00241924,0.623617,-0.281032,-4.82798e-19,0.684015,1
459,0.459,0.75,0.538519,3.73997e-19,0.923311,0.492234,2.98712e-16,0.459,0,0,0.459,0.698944,0.00245283,0.613503,-0.30201,-5.58375e-19,0.68381,1
460,0.46,0.75,0.518658,6.56261e-19,0.91187,0.510447,2.07667e-16,0.46,0,0,0.46,0.710911,0.00250065,0.599647,-0.331893,-2.62312e-19,0.685368,1
461,0.461,0.75,0.490522,7.85964e-19,0.896165,0.535008,2.85166e-16,0.461,0,0,0.461,0.726311,0.00256524,0.581737,-0.37264,1.60227e-20,0.690854,1
462,0.462,0.75,0.452309,7.3046e-19,0.875833,0.566105,2.38223e-16,0.462,0,0,0.462,0.74478,0.00264688,0.560245,-0.425293,-2.84473e-33,0.703384,1
463,0.463,0.75,0.381379,5.97728e-19,0.841397,0.61414,2.05204e-16,0.463,0,0,0.463,0.771653,0.00277038,0.530356,-0.514022,-1.11883e-19,0.738577,1
464,0.464,0.75,0.294974,1.84948e-19,0.805922,0.66366,-1.91398e-17,0.464,0,0,0.464,0.799046,0.00289236,0.500534,-0.618804,-3.08329e-19,0.795897,1
465,0.465,0.75,0.232909,-2.4113e-19,0.785332,0.692786,-2.02725e-16,0.465,0,0,0.465,0.814481,0.0029625,0.482841,-0.693077,-6.69648e-19,0.844684,1
466,0.466,0.75,0.17926,-2.59111e-19,0.771125,0.712652,-3.50952e-18,0.466,0,0,0.466,0.823259,0.00301501,0.471455,-0.754496,-9.65381e-19,0.889681,1
467,0.467,0.75,0.120506,-7.27816e-21,0.759619,0.728605,1.08503e-16,0.467,0,0,0.467,0.82901,0.00306119,0.462951,-0.819987,-8.97045e-19,0.941649,1
468,0.468,0.75,0.0618018,2.64864e-19,0.752542,0.738661,-1.51888e-16,0.468,0,0,0.468,0.831217,0.00309524,0.458076,-0.884401,-5.74658e-19,0.995991,1
469,0.469,0.75,0.0061918,2.63329e-19,0.750026,0.742832,-3.58888e-16,0.469,0,0,0.469,0.830248,0.00311636,0.456572,-0.944982,-1.5386e-19,1.0495,1
470,0.47,0.75,-0.0447874,-1.66437e-19,0.751336,0.742123,-1.6604e-16,0.47,0,0,0.47,0.826826,0.00312627,0.457763,-1.00049,-1.76669e-19,1.10024,1
471,0.471,0.75,-0.0906233,-8.65536e-19,0.755455,0.737818,-9.35908e-17,0.471,0,0,0.471,0.821705,0.0031275,0.460889,-1.05064,-4.37835e-19,1.14728,1
472,0.472,0.75,-0.13149,-1.61268e-18,0.761439,0.731088,-1.79877e-16,0.472,0,0,0.472,0.81548,0.00312262,0.465293,-1.09569,-1.18671e-18,1.19039,1
473,0.473,0.75,-0.180741,-2.235e-18,0.771471,0.718668,2.56751e-16,0.473,0,0,0.473,0.805239,0.00310853,0.473179,-1.1501,-1.40787e-18,1.24364,1
474,0.474,0.75,-0.233751,-1.66593e-18,0.785582,0.701431,-9.85705e-17,0.474,0,0,0.474,0.79188,0.00308514,0.484302,-1.20934,-1.86474e-18,1.30271,1
475,0.475,0.75,-0.267354,-1.64901e-18,0.796227,0.688305,-4.83265e-16,0.475,0,0,0.475,0.783304,0.00306062,0.492864,-1.2478,-1.99383e-18,1.34161,1
476,0.476,0.75,-0.282959,-2.12223e-18,0.801602,0.681323,7.75736e-18,0.476,0,0,0.476,0.780882,0.003039,0.497079,-1.26654,-1.8272e-18,1.36059,1
477,0.477,0.75,-0.292812,-1.32239e-18,0.805133,0.676705,-8.67855e-17,0.477,0,0,0.477,0.779785,0.00302265,0.499535,-1.27889,-2.27875e-18,1.37299,1
478,0.478,0.75,-0.304004,-5.32746e-19,0.80927,0.671631,-3.63422e-16,0.478,0,0,0.478,0.777625,0.00300831,0.502402,-1.29256,-1.37505e-18,1.38676,1
479,0.479,0.75,-0.317393,-3.43952e-19,0.814394,0.665155,-2.55716e-16,0.479,0,0,0.479,0.774588,0.00299098,0.506302,-1.30885,-7.41692e-19,1.40337,1
480,0.48,0.75,-0.331733,-5.09617e-19,0.820089,0.657827,1.75583e-16,0.48,0,0,0.48,0.771047,0.00297161,0.510836,-1.32634,-1.23076e-18,1.42131,1
481,0.481,0.75,-0.346274,-3.22272e-19,0.826078,0.650011,3.31432e-16,0.481,0,0,0.481,0.767229,0.00295091,0.515739,-1.34413,-1.3293e-18,1.43968,1
482,0.482,0.75,-0.360571,1.80447e-20,0.832173,0.641959,2.29989e-16,0.482,0,0,0.482,0.763274,0.00292945,0.520832,-1.36171,-1.08843e-18,1.45791,1
483,0.483,0.75,-0.374375,3.44551e-19,0.838246,0.633851,1.54873e-16,0.483,0,0,0.483,0.75926,0.00290775,0.525993,-1.37878,-8.82002e-19,1.4757,1
484,0.484,0.75,-0.387553,6.05078e-19,0.844214,0.625818,-3.97606e-17,0.484,0,0,0.484,0.755229,0.00288622,0.531141,-1.39519,-4.94984e-19,1.49287,1
485,0.485,0.75,-0.400046,7.28767e-19,0.850022,0.617955,-3.89536e-17,0.485,0,0,0.485,0.751203,0.00286523,0.536225,-1.41086,-5.01954e-19,1.50933,1
486,0.486,0.75,-0.411836,9.60608e-19,0.855633,0.610327,3.36409e-16,0.486,0,0,0.486,0.747185,0.00284508,0.541211,-1.42577,-3.84476e-19,1.52503,1
487,0.487,0.75,-0.422929,1.19568e-18,0.861028,0.602971,6.45057e-16,0.487,0,0,0.487,0.743174,0.00282596,0.546072,-1.43988,-7.17107e-20,1.53995,1
488,0.488,0.75,-0.433342,1.32115e-18,0.86619,0.595909,4.77226e-16,0.488,0,0,0.488,0.739163,0.00280802,0.55079,-1.45322,4.84823e-20,1.5541,1
489,0.489,0.75,-0.443096,1.38883e-18,0.871111,0.589146,6.22895e-17,0.489,0,0,0.489,0.735145,0.00279132,0.555352,-1.46578,2.65308e-19,1.56746,1
490,0.49,0.75,-0.452212,1.26421e-18,0.875783,0.582683,2.00472e-17,0.49,0,0,0.49,0.731117,0.00277592,0.55975,-1.47757,3.90535e-19,1.58004,1
491,0.491,0.75,-0.46071,9.35209e-19,0.880201,0.57652,1.20138e-16,0.491,0,0,0.491,0.727082,0.0027618,0.563977,-1.48861,2.81194e-19,1.59187,1
492,0.492,0.75,-0.468608,5.68372e-19,0.884361,0.570656,-6.11617e-17,0.492,0,0,0.492,0.723048,0.00274896,0.568031,-1.49892,-1.18188e-19,1.60294,1
493,0.493,0.75,-0.475928,3.9651e-19,0.888261,0.565096,-2.13427e-16,0.493,0,0,0.493,0.719034,0.00273737,0.571906,-1.50852,-3.99512e-19,1.61329,1
494,0.494,0.75,-0.482691,3.43381e-19,0.891903,0.559848,-2.86644e-16,0.494,0,0,0.494,0.715062,0.00272702,0.575593,-1.51743,-3.23217e-19,1.62293,1
495,0.495,0.75,-0.488925,2.01269e-19,0.895292,0.554924,-3.00198e-16,0.495,0,0,0.495,0.71116,0.00271787,0.579081,-1.52568,-3.77512e-19,1.63188,1
496,0.496,0.75,-0.494659,1.01114e-19,0.898436,0.550335,-2.09259e-16,0.496,0,0,0.496,0.707357,0.00270988,0.582352,-1.5333,-6.27534e-19,1.64016,1
497,0.497,0.75,-0.499927,2.51691e-19,0.901347,0.546093,-1.83082e-16,0.497,0,0,0.497,0.703685,0.00270303,0.585387,-1.54031,-7.27539e-19,1.6478,1
498,0.498,0.75,-0.504761,5.69106e-19,0.904037,0.54221,-2.31247e-16,0.498,0,0,0.498,0.700171,0.00269728,0.588165,-1.54675,-3.24349e-19,1.6548,1
499,0.499,0.75,-0.50919,7.07132e-19,0.906518,0.538695,-5.23724e-16,0.499,0,0,0.499,0.696837,0.00269262,0.590669,-1.55263,3.79003e-21,1.66119,1
500,0.5,0.75,-0.513233,6.70885e-19,0.908795,0.535562,-8.55432e-16,0.5,0,0,0.5,0.69371,0.00268903,0.592898,-1.55799,1.82563e-34,1.66699,1
501,0.501,0.75,-0.516918,6.30929e-19,0.910881,0.532773,-8.43132e-16,0.501,0,0,0.501,0.690817,0.00268622,0.594874,-1.56288,-6.16227e-33,1.67227,1
502,0.502,0.75,-0.520284,5.73218e-19,0.912795,0.530231,-7.0089e-16,0.502,0,0,0.502,0.688176,0.00268367,0.596575,-1.56727,-5.14239e-34,1.67698,1
503,0.503,0.75,-0.523328,4.69214e-19,0.914534,0.52802,-4.57141e-16,0.503,0,0,0.503,0.68584,0.00268158,0.597958,-1.57112,9.89549e-34,1.68106,1
504,0.504,0.75,-0.526129,3.53577e-19,0.91614,0.526083,1.90666e-17,0.504,0,0,0.504,0.68379,0.00267975,0.599159,-1.57449,-1.6903e-19,1.68464,1
505,0.505,0.75,-0.529471,4.48499e-19,0.918063,0.523802,1.65403e-16,0.505,0,0,0.505,0.68142,0.00267741,0.600535,-1.57854,-1.6903e-19,1.68892,1
506,0.506,0.75,-0.532628,5.68197e-19,0.919887,0.521415,2.21389e-17,0.506,0,0,0.506,0.678547,0.0026765,0.602204,-1.58292,-6.21021e-33,1.6936,1
507,0.507,0.75,-0.53429,5.29838e-19,0.920851,0.520004,2.57824e-16,0.507,0,0,0.507,0.676494,0.00267736,0.60322,-1.58541,2.48062e-33,1.69629,1
508,0.508,0.75,-0.535336,4.83549e-19,0.921458,0.519223,5.77481e-16,0.508,0,0,0.508,0.675316,0.002678,0.603601,-1.58652,4.63409e-34,1.69746,1
509,0.509,0.75,-0.536538,3.51025e-19,0.922157,0.518287,1.99324e-16,0.509,0,0,0.509,0.673899,0.0026788,0.604309,-1.58786,-8.72675e-34,1.69897,1
510,0.51,0.75,-0.53739,2.91767e-19,0.922653,0.51744,-3.23001e-16,0.51,0,0,0.51,0.672217,0.00268111,0.60489,-1.58933,-1.93277e-19,1.70055,1
511,0.511,0.75,-0.537644,4.28015e-19,0.922801,0.516981,-3.12224e-16,0.511,0,0,0.511,0.670904,0.00268397,0.60504,-1.59005,-1.93277e-19,1.70127,1
512,0.512,0.75,-0.537701,5.23746e-19,0.922834,0.516747,-2.45667e-16,0.512,0,0,0.512,0.670038,0.00268623,0.605103,-1.59012,-8.80427e-36,1.70136,1
513,0.513,0.75,-0.537695,5.31842e-19,0.92283,0.516526,-1.82365e-16,0.513,0,0,0.513,0.669245,0.00268826,0.605169,-1.5901,-5.99416e-35,1.70137,1
514,0.514,0.75,-0.537676,5.54956e-19,0.922819,0.516306,7.03883e-17,0.514,0,0,0.514,0.668442,0.00269035,0.605197,-1.59005,3.1944e-33,1.70133,1
515,0.515,0.75,-0.537563,6.12578e-19,0.922753,0.51618,4.2903e-16,0.515,0,0,0.515,0.667545,0.0026933,0.605303,-1.59006,-9.74174e-34,1.70138,1
516,0.516,0.75,-0.53731,6.67323e-19,0.922606,0.516167,6.80089e-16,0.516,0,0,0.516,0.666719,0.00269657,0.605395,-1.59002,1.67612e-19,1.70137,1
517,0.517,0.75,-0.537022,6.00182e-19,0.922439,0.516201,6.50473e-16,0.517,0,0,0.517,0.666021,0.00269958,0.60536,-1.58983,1.67612e-19,1.70118,1
518,0.518,0.75,-0.53672,5.21726e-19,0.922263,0.516292,5.02948e-16,0.518,0,0,0.518,0.665356,0.00270274,0.605315,-1.58961,1.0745e-34,1.70096,1
519,0.519,0.75,-0.536425,5.26412e-19,0.922091,0.516422,4.4749e-16,0.519,0,0,0.519,0.664722,0.00270601,0.605256,-1.58942,1.73281e-33,1.70076,1
520,0.52,0.75,-0.536149,5.27682e-19,0.92193,0.516573,4.73302e-16,0.52,0,0,0.52,0.664115,0.00270927,0.60518,-1.58922,2.06774e-33,1.70055,1
521,0.521,0.75,-0.535979,5.19558e-19,0.921832,0.516675,5.42521e-16,0.521,0,0,0.521,0.663427,0.00271261,0.605081,-1.58906,-3.04583e-33,1.70036,1
522,0.522,0.75,-0.535767,4.89153e-19,0.921708,0.516747,5.32654e-16,0.522,0,0,0.522,0.662572,0.0027165,0.605166,-1.58909,-5.30285e-34,1.70042,1
523,0.523,0.75,-0.535471,4.09522e-19,0.921536,0.516866,4.51277e-16,0.523,0,0,0.523,0.661767,0.00272043,0.605324,-1.58914,9.784e-34,1.70052,1
524,0.524,0.75,-0.53521,3.1321e-19,0.921385,0.516962,4.44823e-16,0.524,0,0,0.524,0.66113,0.00272355,0.605408,-1.58908,-1.89902e-19,1.7005,1
525,0.525,0.75,-0.53494,3.89983e-19,0.921228,0.516961,-3.37742e-16,0.525,0,0,0.525,0.660531,0.00272602,0.605629,-1.58905,-1.89902e-19,1.70055,1
526,0.526,0.75,-0.534764,5.57021e-19,0.921126,0.516987,-1.36211e-15,0.526,0,0,0.526,0.6596,0.00273001,0.605721,-1.58914,-4.35701e-33,1.70066,1
527,0.527,0.75,-0.534653,5.79508e-19,0.921061,0.517058,-1.01419e-15,0.527,0,0,0.527,0.65806,0.00273677,0.605731,-1.58944,1.01689e-33,1.70095,1
528,0.528,0.75,-0.534574,5.15023e-19,0.921016,0.517049,-3.14538e-16,0.528,0,0,0.528,0.656656,0.00274257,0.605845,-1.58981,4.6374e-34,1.70134,1
529,0.529,0.75,-0.53463,4.07174e-19,0.921048,0.516979,-3.6395e-17,0.529,0,0,0.529,0.655454,0.00274723,0.605988,-1.59018,-1.97786e-33,1.70173,1
530,0.53,0.75,-0.534676,3.5522e-19,0.921074,0.516931,-4.22635e-17,0.53,0,0,0.53,0.653575,0.00275488,0.606106,-1.59069,-1.84551e-19,1.70225,1
531,0.531,0.75,-0.53465,4.63338e-19,0.92106,0.516925,-2.97649e-16,0.531,0,0,0.531,0.651676,0.00276287,0.606142,-1.59119,-1.84551e-19,1.70273,1
532,0.532,0.75,-0.534771,5.48325e-19,0.92113,0.516836,-3.91873e-16,0.532,0,0,0.532,0.649967,0.00276966,0.606239,-1.59153,-5.54567e-35,1.70308,1
533,0.533,0.75,-0.53491,5.44397e-19,0.921211,0.516611,-2.55924e-16,0.533,0,0,0.533,0.647689,0.00277819,0.606369,-1.59194,-3.71381e-35,1.70352,1
534,0.534,0.75,-0.53543,5.51921e-19,0.921512,0.51623,-3.69104e-17,0.534,0,0,0.534,0.644868,0.0027883,0.60641,-1.59237,2.09444e-33,1.70393,1
535,0.535,0.75,-0.535631,5.9163e-19,0.921629,0.516105,2.37194e-16,0.535,0,0,0.535,0.641428,0.00280258,0.606693,-1.5936,-7.75255e-34,1.70518,1
536,0.536,0.75,-0.535205,6.24673e-19,0.921382,0.516387,4.78837e-16,0.536,0,0,0.536,0.63794,0.00281944,0.606859,-1.5945,1.73327e-19,1.70608,1
537,0.537,0.75,-0.53498,5.32639e-19,0.921251,0.516677,3.39957e-16,0.537,0,0,0.537,0.63457,0.00283601,0.606685,-1.59422,1.73327e-19,1.70575,1
538,0.538,0.75,-0.534744,4.30425e-19,0.921114,0.516877,-6.59491e-17,0.538,0,0,0.538,0.630788,0.00285412,0.606628,-1.59403,1.06819e-34,1.70556,1
539,0.539,0.75,-0.534487,4.09724e-19,0.920965,0.516968,-2.58133e-16,0.539,0,0,0.539,0.626671,0.00287338,0.606649,-1.59393,3.01728e-34,1.70547,1
540,0.54,0.75,-0.534308,3.81914e-19,0.920861,0.516867,-1.43964e-16,0.54,0,0,0.54,0.622299,0.002893,0.606606,-1.59377,6.22432e-34,1.70531,1
541,0.541,0.75,-0.534776,3.4221e-19,0.921133,0.516336,8.56411e-17,0.541,0,0,0.541,0.617063,0.00291458,0.606531,-1.59361,-2.10967e-34,1.70513,1
542,0.542,0.75,-0.534876,2.7659e-19,0.921191,0.516152,1.33712e-16,0.542,0,0,0.542,0.610623,0.00294431,0.607087,-1.59443,-5.02398e-34,1.7061,1
543,0.543,0.75,-0.534226,1.53893e-19,0.920814,0.516488,-4.40384e-17,0.543,0,0,0.543,0.604476,0.00297615,0.607701,-1.59488,8.62643e-34,1.70673,1
544,0.544,0.75,-0.533578,1.65724e-20,0.920438,0.516811,-2.42681e-16,0.544,0,0,0.544,0.599606,0.00300218,0.607695,-1.59425,-2.41772e-19,1.70615,1
545,0.545,0.75,-0.53253,1.37586e-19,0.919831,0.517531,-9.77225e-16,0.545,0,0,0.545,0.595451,0.00302733,0.607319,-1.5933,-2.41772e-19,1.70512,1
546,0.546,0.75,-0.531343,3.06223e-19,0.919144,0.518617,-1.02855e-15,0.546,0,0,0.546,0.588299,0.00307079,0.606264,-1.59188,-3.51559e-33,1.70342,1
547,0.547,0.75,-0.530679,2.47331e-19,0.91876,0.519254,-2.04312e-16,0.547,0,0,0.547,0.575173,0.00314506,0.605784,-1.59075,3.73829e-34,1.70219,1
548,0.548,0.75,-0.530587,1.68796e-19,0.918707,0.519279,4.17678e-17,0.548,0,0,0.548,0.562056,0.00321826,0.606119,-1.59046,3.08196e-34,1.70204,1
549,0.549,0.75,-0.530619,8.93732e-20,0.918725,0.519211,-2.63506e-16,0.549,0,0,0.549,0.551573,0.00327903,0.606258,-1.59078,-1.019e-33,1.70239,1
550,0.55,0.75,-0.530639,2.65122e-20,0.918737,0.519104,-5.05311e-16,0.55,0,0,0.55,0.540882,0.00334316,0.606202,-1.59101,-2.08075e-19,1.70258,1
551,0.551,0.75,-0.530371,1.00255e-19,0.918582,0.519438,-1.25283e-16,0.551,0,0,0.551,0.530204,0.00341273,0.605354,-1.59094,-2.08075e-19,1.70222,1
552,0.552,0.75,-0.529956,1.84415e-19,0.918343,0.52055,2.67296e-16,0.552,0,0,0.552,0.51943,0.00349103,0.604219,-1.59029,1.24422e-34,1.70121,1
553,0.553,0.75,-0.529837,1.90746e-19,0.918274,0.520657,3.59759e-16,0.553,0,0,0.553,0.509319,0.00356088,0.604015,-1.58877,-2.28755e-34,1.69972,1
554,0.554,0.75,-0.532973,2.17698e-19,0.920087,0.517897,2.56865e-16,0.554,0,0,0.554,0.499354,0.00361267,0.605999,-1.58803,3.0193e-33,1.69973,1
555,0.555,0.75,-0.535483,3.26402e-19,0.921543,0.516279,6.04085e-17,0.555,0,0,0.555,0.486045,0.00370082,0.608133,-1.59368,-2.425e-33,1.70577,1
556,0.556,0.75,-0.534287,3.68981e-19,0.920849,0.516913,-1.23935e-16,0.556,0,0,0.556,0.467715,0.00385136,0.608647,-1.59795,2.1016e-19,1.70994,1
557,0.557,0.75,-0.533284,2.21758e-19,0.920268,0.517451,-1.10711e-16,0.557,0,0,0.557,0.451881,0.00398912,0.608474,-1.5959,2.1016e-19,1.70797,1
558,0.558,0.75,-0.532467,1.17939e-19,0.919794,0.518322,5.63047e-17,0.558,0,0,0.558,0.441847,0.0040864,0.60797,-1.59457,3.37617e-35,1.70654,1
559,0.559,0.75,-0.531734,1.08538e-19,0.91937,0.519264,-1.02172e-17,0.559,0,0,0.559,0.431177,0.00419556,0.607198,-1.59376,-7.62963e-34,1.70551,1
560,0.56,0.75,-0.531603,9.23443e-20,0.919294,0.519572,1.27659e-16,0.56,0,0,0.56,0.415747,0.00435505,0.605863,-1.59212,-2.99566e-34,1.7035,1
561,0.561,0.75,-0.533969,6.65145e-20,0.920664,0.518095,4.95164e-16,0.561,0,0,0.561,0.399528,0.00451792,0.605328,-1.59094,2.32754e-33,1.70221,1
562,0.562,0.75,-0.535213,2.45608e-20,0.921386,0.517272,4.44107e-16,0.562,0,0,0.562,0.385257,0.0046784,0.606536,-1.59441,1.35446e-33,1.70588,1
563,0.563,0.75,-0.533864,-4.77518e-20,0.920604,0.518473,1.12146e-16,0.563,0,0,0.563,0.373037,0.00484196,0.607205,-1.59681,-2.92447e-33,1.70836,1
564,0.564,0.75,-0.533177,-1.74878e-19,0.920205,0.519606,6.4787e-17,0.564,0,0,0.564,0.363739,0.00497641,0.606478,-1.59518,1.49789e-33,1.70658,1
565,0.565,0.75,-0.532748,-2.92868e-19,0.919957,0.520208,1.68914e-16,0.565,0,0,0.565,0.355999,0.00509016,0.60578,-1.59411,-3.08379e-19,1.70533,1
566,0.566,0.75,-0.532324,-1.64896e-19,0.919711,0.520717,3.39574e-16,0.566,0,0,0.566,0.34927,0.00519335,0.605056,-1.59323,-3.08379e-19,1.70425,1
567,0.567,0.75,-0.531866,2.0844e-21,0.919447,0.521181,2.60376e-16,0.567,0,0,0.567,0.338555,0.0053645,0.604985,-1.59251,-1.06825e-19,1.70355,1
568,0.568,0.75,-0.531676,1.26687e-20,0.919337,0.521345,-3.01387e-16,0.568,0,0,0.568,0.323032,0.00562503,0.605412,-1.59239,-1.06825e-19,1.7036,1
569,0.569,0.75,-0.531636,-3.91118e-21,0.919313,0.521352,-6.00949e-16,0.569,0,0,0.569,0.310738,0.00584488,0.60561,-1.5926,5.71787e-34,1.70386,1
570,0.57,0.75,-0.531536,-6.83556e-20,0.919255,0.521362,-4.28618e-16,0.57,0,0,0.57,0.302892,0.0059963,0.605792,-1.59263,-1.93404e-33,1.70396,1
571,0.571,0.75,-0.531408,-9.48252e-20,0.919181,0.521337,-1.84974e-16,0.571,0,0,0.571,0.295674,0.00614227,0.605922,-1.59256,-2.385e-19,1.70393,1
572,0.572,0.75,-0.531255,5.14991e-22,0.919093,0.521257,-6.60883e-17,0.572,0,0,0.572,0.289091,0.00628104,0.606145,-1.59245,-2.385e-19,1.70391,1
573,0.573,0.75,-0.531137,9.0536e-20,0.919025,0.520994,-2.01154e-17,0.573,0,0,0.573,0.283127,0.00641,0.60665,-1.5924,-7.98704e-35,1.70404,1
574,0.574,0.75,-0.531204,1.11643e-19,0.919064,0.520433,1.29432e-16,0.574,0,0,0.574,0.277818,0.0065253,0.607187,-1.59205,-2.55303e-35,1.7039,1
575,0.575,0.75,-0.532206,1.46557e-19,0.919643,0.519425,1.16443e-16,0.575,0,0,0.575,0.272586,0.00663776,0.606638,-1.59199,3.17096e-33,1.70366,1
576,0.576,0.75,-0.532414,2.06449e-19,0.919763,0.519441,4.6239e-17,0.576,0,0,0.576,0.267139,0.00677349,0.607778,-1.59397,-9.61764e-34,1.70592,1
577,0.577,0.75,-0.531729,2.29717e-19,0.919367,0.520174,1.66811e-16,0.577,0,0,0.577,0.262518,0.00690204,0.609497,-1.59468,2.19285e-19,1.70718,1
578,0.578,0.75,-0.531454,1.37657e-19,0.919208,0.520308,1.80785e-16,0.578,0,0,0.578,0.258801,0.00700292,0.609121,-1.59344,2.19285e-19,1.70589,1
579,0.579,0.75,-0.530917,5.6267e-20,0.918898,0.520477,7.53722e-17,0.579,0,0,0.579,0.255443,0.00709723,0.6088,-1.59309,2.4019e-34,1.70545,1
580,0.58,0.75,-0.530462,4.70769e-20,0.918635,0.520688,1.50218e-17,0.58,0,0,0.58,0.252488,0.00718313,0.60864,-1.59297,-2.21738e-33,1.70529,1
581,0.581,0.75,-0.530138,3.23551e-20,0.918448,0.520903,1.92608e-16,0.581,0,0,0.581,0.249883,0.00726097,0.608551,-1.59288,-1.54198e-33,1.70517,1
582,0.582,0.75,-0.529934,6.28278e-21,0.91833,0.521141,5.86349e-16,0.582,0,0,0.582,0.247593,0.00733143,0.608505,-1.59273,5.09696e-33,1.70501,1
583,0.583,0.75,-0.529811,-3.65147e-20,0.918259,0.521403,6.71968e-16,0.583,0,0,0.583,0.245587,0.007395,0.608458,-1.59252,-7.33135e-34,1.7048,1
584,0.584,0.75,-0.529731,-1.0854e-19,0.918213,0.521673,4.78134e-16,0.584,0,0,0.584,0.243836,0.00745194,0.608365,-1.59229,1.03532e-33,1.70455,1
585,0.585,0.75,-0.529676,-1.44711e-19,0.918181,0.521939,2.64237e-16,0.585,0,0,0.585,0.242315,0.00750253,0.608223,-1.59207,-3.12137e-19,1.70429,1
586,0.586,0.75,-0.529642,-6.3316e-20,0.918161,0.522199,-5.50525e-17,0.586,0,0,0.586,0.241006,0.00754702,0.608073,-1.59185,-3.12137e-19,1.70404,1
587,0.587,0.75,-0.529623,-1.28753e-20,0.91815,0.522449,-1.64096e-16,0.587,0,0,0.587,0.239895,0.00758557,0.60796,-1.59166,6.01032e-34,1.70382,1
588,0.588,0.75,-0.529611,-5.87704e-20,0.918144,0.522676,-2.46642e-16,0.588,0,0,0.588,0.238978,0.00761798,0.607912,-1.59151,-1.8769e-33,1.70366,1
589,0.589,0.75,-0.529598,-1.21151e-19,0.918136,0.522859,-2.27966e-16,0.589,0,0,0.589,0.238262,0.00764354,0.60794,-1.5914,1.1375e-33,1.70357,1
590,0.59,0.75,-0.529567,-2.85619e-19,0.918118,0.522954,2.27439e-16,0.59,0,0,0.59,0.237563,0.00766741,0.608049,-1.59136,-8.65248e-33,1.70357,1
591,0.591,0.75,-0.529533,-3.21229e-19,0.918099,0.522969,4.68257e-16,0.591,0,0,0.591,0.236677,0.00769636,0.608281,-1.59145,-3.26809e-19,1.70374,1
592,0.592,0.75,-0.529529,-1.49241e-19,0.918096,0.52297,4.82964e-16,0.592,0,0,0.592,0.235936,0.00772052,0.608533,-1.59168,-3.26809e-19,1.70404,1
